Age,Gender,Occupation,MonthlyDisposableIncome,HealthConsciousness,ExerciseFrequency,ConsumptionFrequency,TryNewBrand,SubscribePlan,SpendPerServing,PackagingFormat,PurchaseChannel,TopHealthBenefit,RecommendLikelihood,CurrentBrands,ExtraFeatures,Flavour_MixedBerry,Flavour_Mango,Flavour_GreenTea,Flavour_Chocolate,Flavour_Coffee,Flavour_Herbal,Flavour_Other,Context_PostWorkout,Context_Breakfast,Context_Afternoon,Context_Evening,Context_SpecialOccasion,Barrier_HighPrice,Barrier_PoorTaste,Barrier_LackTrust,Barrier_HardToFind,Barrier_UnsustainablePack,Rank_Taste,Rank_Price,Rank_NutritionalValue,Rank_BrandReputation,Rank_Packaging,SurveyDate,City,Feedback
33,Male,Self-employed,8298,4,5+,Daily,Yes,No,16.89,Jar,Online retailer,Digestive health,4,None,No artificial flavors,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,4,3,1,5,2024-08-07 00:19:22,Dubai,HighPrice
30,Female,Working professional,6213,5,1-2,Weekly,Yes,No,14.34,Tetra Pak,Online retailer,Energy boost,5,None,Gluten-free,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,5,1,2,3,2024-11-14 02:55:47,Ras Al Khaimah,No barriers
21,Male,Working professional,3026,4,5+,Weekly,No,Yes,4.5,Powder sachet,Supermarket,Muscle recovery,4,None,Low sugar,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,3,2,4,1,5,2025-02-28 07:08:03,Sharjah,PoorTaste
55,Other,Self-employed,1983,4,5+,Rarely,Yes,Yes,1.0,Powder sachet,Gym/Fitness centre,Muscle recovery,4,None,Eco packaging,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,1,2,5,2024-08-24 03:23:05,Dubai,No barriers
34,Male,Other,840,3,3-4,Daily,No,No,1.04,Bottle,Supermarket,Immune support,4,BrandA,Low sugar,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,2,4,5,1,3,2025-04-15 03:11:37,Ajman,PoorTaste
27,Male,Self-employed,6732,4,3-4,Daily,Yes,No,16.48,Powder sachet,Supermarket,Immune support,4,BrandA,Organic,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,3,1,5,2,4,2025-05-31 01:22:15,Ajman,HighPrice; PoorTaste; LackTrust
29,Female,Student,1202,4,3-4,Daily,Yes,Yes,4.83,Powder sachet,Pharmacy,Muscle recovery,4,BrandB,Eco packaging,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,3,2,4,2024-01-25 01:24:17,Dubai,No barriers
24,Female,Working professional,5355,5,5+,Daily,No,Yes,9.55,Bottle,Convenience store,Energy boost,3,BrandC,Gluten-free,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,4,2,3,5,2025-02-02 17:09:59,Abu Dhabi,HardToFind
21,Female,Student,3877,3,5+,Daily,Yes,No,8.67,Jar,Pharmacy,Weight management,4,BrandB,Low sugar,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,5,3,1,2,2025-03-24 23:34:50,Ras Al Khaimah,HighPrice; UnsustainablePack
23,Female,Working professional,9056,1,3-4,Monthly,Yes,No,19.34,Tetra Pak,Supermarket,Muscle recovery,3,None,Organic,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,3,4,2024-11-05 07:36:28,Ras Al Khaimah,No barriers
35,Female,Student,3745,2,3-4,Weekly,Yes,No,10.47,Jar,Convenience store,Immune support,4,BrandD,None,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,5,3,4,2,2024-08-11 05:16:38,Dubai,No barriers
18,Male,Working professional,3654,4,3-4,Rarely,Yes,Yes,4.21,Bottle,Online retailer,Weight management,4,BrandC,No artificial flavors,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,2,5,4,2024-06-05 00:13:58,Sharjah,PoorTaste
19,Other,Working professional,9497,5,5+,Never,Yes,No,16.86,Tetra Pak,Online retailer,Digestive health,4,BrandA,Organic,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,2,5,3,1,4,2024-03-23 15:01:09,Umm Al Quwain,HighPrice
18,Other,Student,6645,1,3-4,Monthly,Yes,No,9.27,Bottle,Convenience store,Muscle recovery,3,BrandA,Low sugar,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,4,5,2,2024-03-24 16:04:51,Ras Al Khaimah,HighPrice
18,Female,Working professional,6532,4,5+,Daily,Yes,No,11.71,Jar,Pharmacy,Energy boost,2,BrandB,High protein,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,4,1,2,5,2024-07-09 09:33:51,Ras Al Khaimah,LackTrust
41,Male,Working professional,7498,3,3-4,Daily,Yes,No,17.13,Powder sachet,Online retailer,Muscle recovery,4,None,Eco packaging,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,5,4,2,1,3,2025-02-04 15:00:49,Ajman,HighPrice
32,Female,Working professional,1234,2,None,Rarely,No,No,1.35,Tetra Pak,Pharmacy,Energy boost,4,BrandB,Organic,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,4,5,2,3,1,2024-09-18 16:50:30,Ajman,PoorTaste; HardToFind
25,Male,Student,9712,4,1-2,Monthly,No,No,16.81,Can,Supermarket,Muscle recovery,4,BrandC,High protein,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,5,3,4,1,2,2025-02-15 13:48:23,Ajman,HighPrice; PoorTaste
19,Male,Working professional,8529,3,3-4,Rarely,No,No,17.51,Tetra Pak,Online retailer,Muscle recovery,2,None,Eco packaging,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,5,3,1,2024-12-20 06:04:09,Umm Al Quwain,No barriers
26,Male,Self-employed,1968,4,1-2,Rarely,Yes,No,4.44,Bottle,Supermarket,Immune support,4,BrandB,Eco packaging,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,2,4,5,1,2025-03-10 00:34:59,Ras Al Khaimah,LackTrust
25,Male,Student,3945,4,1-2,Never,No,No,5.86,Tetra Pak,Convenience store,Immune support,5,BrandA,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,4,2,2024-12-22 12:36:00,Ras Al Khaimah,No barriers
20,Female,Student,4744,4,3-4,Never,Yes,Yes,8.48,Tetra Pak,Online retailer,Energy boost,4,BrandC,Low sugar,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,4,5,3,1,2024-03-21 05:39:02,Umm Al Quwain,HighPrice
24,Female,Working professional,4354,2,None,Monthly,No,No,9.01,Bottle,Pharmacy,Energy boost,2,BrandC,None,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,3,5,2,4,2024-08-31 02:43:50,Fujairah,HighPrice; LackTrust
24,Female,Retired,6637,5,1-2,Weekly,Yes,No,14.77,Bottle,Online retailer,Digestive health,3,None,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,4,2,3,2025-02-10 23:56:45,Ras Al Khaimah,No barriers
29,Male,Working professional,17823,4,3-4,Never,Yes,No,34.35,Tetra Pak,Gym/Fitness centre,Muscle recovery,5,BrandA,No artificial flavors,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,4,1,2025-03-13 13:30:54,Sharjah,No barriers
30,Male,Working professional,13012,5,5+,Monthly,No,Yes,24.44,Can,Supermarket,Digestive health,4,BrandB,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,3,2,2025-04-17 06:24:01,Sharjah,No barriers
18,Male,Working professional,1509,2,3-4,Daily,Yes,No,6.84,Powder sachet,Online retailer,Energy boost,3,BrandB,High protein,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,4,5,2,2024-12-23 05:32:58,Sharjah,HighPrice
23,Other,Working professional,8603,1,5+,Monthly,Yes,Yes,16.66,Bottle,Gym/Fitness centre,Digestive health,5,BrandC,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,1,4,5,2024-08-15 19:49:51,Fujairah,No barriers
29,Male,Student,16253,1,3-4,Monthly,No,No,33.0,Bottle,Supermarket,Weight management,3,BrandA,Eco packaging,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,5,3,4,2024-09-05 06:27:41,Abu Dhabi,HighPrice; LackTrust
26,Female,Working professional,6961,3,1-2,Rarely,No,No,15.22,Tetra Pak,Supermarket,Energy boost,4,BrandD,Organic,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,2,1,4,2024-10-29 22:41:20,Ras Al Khaimah,No barriers
41,Female,Retired,13120,4,3-4,Monthly,No,Yes,22.67,Tetra Pak,Online retailer,Energy boost,2,BrandB,Eco packaging,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,4,3,1,5,2,2024-03-13 23:35:51,Umm Al Quwain,LackTrust; HardToFind
30,Male,Working professional,30063,5,3-4,Weekly,Yes,No,60.09,Can,Supermarket,Digestive health,3,BrandD,Organic,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,3,4,1,5,2024-09-23 19:53:39,Ras Al Khaimah,No barriers
20,Female,Homemaker,12349,4,1-2,Never,Yes,Yes,21.41,Tetra Pak,Supermarket,Weight management,4,BrandB,Low sugar,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,5,4,3,2024-09-19 04:22:15,Umm Al Quwain,HighPrice
18,Female,Self-employed,6151,3,None,Rarely,Yes,Yes,12.04,Can,Supermarket,Immune support,3,BrandB,High protein,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,4,1,3,5,2025-01-22 11:58:41,Fujairah,PoorTaste
30,Female,Student,12589,4,3-4,Monthly,Yes,No,82.69,Tetra Pak,Supermarket,Muscle recovery,1,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,1,4,3,2024-10-03 15:29:00,Dubai,PoorTaste
18,Female,Retired,5599,2,None,Weekly,Yes,Yes,9.2,Bottle,Pharmacy,Energy boost,5,BrandA,Eco packaging,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,5,1,3,2,2025-02-07 07:50:05,Dubai,HardToFind
28,Male,Student,5022,4,3-4,Weekly,Yes,Yes,6.71,Bottle,Convenience store,Muscle recovery,2,BrandA,Gluten-free,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,4,2,1,3,2024-07-24 18:27:30,Abu Dhabi,HighPrice
51,Male,Working professional,3582,4,1-2,Monthly,Yes,Yes,10.94,Bottle,Gym/Fitness centre,Energy boost,4,BrandC,Organic,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,2,5,3,2024-09-10 19:34:26,Dubai,PoorTaste
28,Female,Student,20072,5,3-4,Daily,Yes,Yes,37.85,Bottle,Supermarket,Muscle recovery,3,BrandC,High protein,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2,3,1,4,5,2024-06-15 13:17:55,Sharjah,PoorTaste
23,Female,Student,2353,5,3-4,Weekly,No,No,1.71,Bottle,Gym/Fitness centre,Weight management,5,BrandB,Gluten-free,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,5,3,2,1,4,2024-11-21 08:04:40,Abu Dhabi,LackTrust
30,Male,Working professional,105185,3,None,Rarely,No,Yes,213.61,Bottle,Online retailer,Muscle recovery,5,BrandC,Low sugar,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,5,4,3,2,1,2024-08-10 18:07:04,Abu Dhabi,PoorTaste
25,Female,Working professional,7707,4,1-2,Weekly,No,No,13.04,Powder sachet,Gym/Fitness centre,Weight management,3,BrandA,Low sugar,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,5,3,2,4,1,2024-06-24 09:21:24,Abu Dhabi,HighPrice
27,Female,Working professional,1395,5,3-4,Weekly,No,Yes,6.08,Bottle,Online retailer,Energy boost,4,BrandA,Gluten-free,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,3,2,5,4,2024-12-25 17:14:21,Ajman,UnsustainablePack
52,Female,Working professional,29371,5,5+,Daily,Yes,Yes,59.29,Bottle,Supermarket,Energy boost,5,BrandA,No artificial flavors,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,3,2,4,5,2024-01-05 20:13:16,Fujairah,No barriers
23,Male,Student,742,4,5+,Weekly,No,Yes,4.05,Jar,Online retailer,Weight management,2,None,No artificial flavors,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,3,1,5,4,2025-01-10 10:39:20,Dubai,HighPrice; PoorTaste; LackTrust
56,Female,Student,8630,5,3-4,Rarely,Yes,No,17.63,Can,Online retailer,Immune support,4,None,None,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,3,4,2,2024-05-09 23:32:00,Ras Al Khaimah,HighPrice
46,Female,Working professional,10902,2,3-4,Weekly,No,No,23.96,Can,Pharmacy,Weight management,5,BrandA,None,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,3,2,1,2024-10-05 19:45:32,Ajman,No barriers
20,Male,Working professional,2884,5,1-2,Daily,No,No,3.93,Can,Gym/Fitness centre,Muscle recovery,3,BrandA,Gluten-free,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,4,2,2024-06-28 00:17:17,Umm Al Quwain,UnsustainablePack
18,Male,Self-employed,5493,2,1-2,Monthly,No,No,9.76,Can,Supermarket,Energy boost,5,BrandA,Gluten-free,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,2,1,3,5,2024-01-22 00:47:17,Sharjah,HardToFind
19,Other,Working professional,28531,4,1-2,Never,Yes,Yes,52.83,Bottle,Gym/Fitness centre,Weight management,2,BrandB,Organic,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,2,1,4,3,2024-06-27 02:04:34,Ajman,No barriers
18,Male,Self-employed,3118,5,3-4,Monthly,Yes,No,8.18,Bottle,Online retailer,Muscle recovery,4,None,Organic,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,1,5,4,3,2025-04-05 18:41:19,Sharjah,No barriers
19,Female,Working professional,1895,3,1-2,Daily,Yes,No,10.15,Powder sachet,Supermarket,Digestive health,3,BrandB,None,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,4,1,3,2,5,2024-11-03 16:53:30,Fujairah,No barriers
31,Female,Working professional,18648,4,None,Weekly,Yes,Yes,35.28,Bottle,Online retailer,Weight management,4,BrandA,High protein,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,5,2,3,2024-10-03 19:54:35,Ras Al Khaimah,HighPrice
18,Male,Working professional,28748,3,3-4,Rarely,Yes,Yes,54.0,Bottle,Supermarket,Weight management,3,BrandB,High protein,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,2,1,5,2025-01-30 12:27:38,Ras Al Khaimah,No barriers
22,Female,Working professional,4931,5,3-4,Weekly,Yes,No,10.43,Can,Supermarket,Digestive health,3,BrandA,Organic,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,4,2,1,2024-12-19 21:52:13,Dubai,No barriers
40,Male,Working professional,12214,5,1-2,Monthly,Yes,Yes,27.78,Bottle,Supermarket,Weight management,4,BrandB,None,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,3,2,1,5,2025-05-09 09:06:14,Umm Al Quwain,UnsustainablePack
18,Female,Self-employed,16438,4,None,Weekly,Yes,No,32.6,Can,Supermarket,Energy boost,3,BrandC,Low sugar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,2024-08-29 04:04:20,Ajman,No barriers
38,Male,Working professional,2519,4,3-4,Weekly,No,Yes,3.72,Jar,Supermarket,Weight management,4,BrandB,Organic,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,3,1,2024-03-28 14:50:15,Ras Al Khaimah,No barriers
21,Female,Self-employed,3176,5,3-4,Rarely,Yes,Yes,4.48,Powder sachet,Gym/Fitness centre,Energy boost,3,BrandA,Organic,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,5,2,3,4,1,2025-04-25 23:40:12,Fujairah,No barriers
19,Male,Self-employed,14880,4,3-4,Rarely,Yes,No,32.26,Jar,Supermarket,Immune support,3,BrandB,Gluten-free,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,5,3,4,1,2025-04-09 19:49:49,Sharjah,HighPrice
32,Male,Homemaker,22393,4,1-2,Monthly,No,No,43.23,Bottle,Online retailer,Muscle recovery,4,BrandD,Gluten-free,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,4,1,2,5,2024-02-19 17:38:32,Ras Al Khaimah,HighPrice
29,Other,Retired,8157,4,3-4,Weekly,Yes,Yes,15.57,Powder sachet,Online retailer,Weight management,1,BrandA,Eco packaging,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,3,5,4,2024-09-03 03:36:45,Dubai,PoorTaste
43,Male,Working professional,2226,4,5+,Daily,No,No,6.54,Bottle,Supermarket,Immune support,5,BrandA,Low sugar,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,2,4,1,2024-10-31 13:54:02,Sharjah,No barriers
33,Female,Working professional,29388,2,1-2,Monthly,Yes,Yes,60.05,Bottle,Convenience store,Immune support,4,BrandB,None,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,3,5,1,4,2,2024-02-09 01:08:57,Abu Dhabi,HighPrice
37,Male,Working professional,3048,2,5+,Monthly,Yes,Yes,5.43,Can,Online retailer,Weight management,5,BrandB,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,5,1,4,2024-02-09 10:39:17,Umm Al Quwain,No barriers
21,Female,Working professional,3635,2,1-2,Daily,Yes,No,5.87,Tetra Pak,Pharmacy,Digestive health,3,BrandA,Organic,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,4,5,2,3,1,2025-02-14 15:18:03,Dubai,HighPrice; HardToFind
20,Male,Working professional,6688,5,1-2,Daily,Yes,No,16.31,Bottle,Online retailer,Energy boost,4,BrandA,None,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,4,5,1,3,2024-06-04 15:55:19,Fujairah,No barriers
34,Other,Self-employed,19905,4,3-4,Daily,Yes,Yes,37.58,Tetra Pak,Gym/Fitness centre,Digestive health,4,BrandA,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,2,4,2024-01-22 03:48:43,Fujairah,No barriers
37,Male,Working professional,10600,4,None,Never,Yes,Yes,20.78,Powder sachet,Convenience store,Weight management,2,BrandB,No artificial flavors,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,2,4,5,2024-11-06 12:34:19,Fujairah,PoorTaste
73,Male,Working professional,7139,4,1-2,Rarely,Yes,No,11.27,Bottle,Supermarket,Muscle recovery,5,BrandA,Organic,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,2,1,3,2024-01-23 04:06:59,Fujairah,No barriers
24,Male,Working professional,7457,3,3-4,Never,Yes,Yes,17.29,Tetra Pak,Online retailer,Energy boost,5,BrandD,None,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,1,3,5,2025-06-04 16:41:31,Dubai,No barriers
23,Male,Working professional,5111,3,3-4,Daily,Yes,No,9.27,Bottle,Online retailer,Immune support,3,BrandC,Low sugar,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,5,3,2,1,4,2025-01-21 06:25:35,Abu Dhabi,HighPrice
35,Female,Student,8122,5,5+,Never,Yes,No,14.84,Can,Convenience store,Energy boost,5,BrandB,Organic,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,3,4,1,2024-04-14 05:54:56,Umm Al Quwain,PoorTaste
23,Male,Homemaker,504,4,3-4,Daily,Yes,Yes,2.33,Bottle,Supermarket,Weight management,5,BrandC,Gluten-free,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,4,5,2025-06-18 17:41:11,Fujairah,No barriers
50,Female,Working professional,3763,5,1-2,Monthly,Yes,No,4.67,Tetra Pak,Online retailer,Muscle recovery,3,BrandC,High protein,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,5,4,2,3,2024-02-25 21:12:28,Ras Al Khaimah,HighPrice; PoorTaste; LackTrust
41,Male,Working professional,6107,4,3-4,Rarely,Yes,No,13.48,Bottle,Supermarket,Muscle recovery,3,None,High protein,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,3,5,4,2024-01-01 13:19:32,Dubai,No barriers
24,Male,Student,1744,4,3-4,Weekly,Yes,Yes,2.77,Jar,Convenience store,Muscle recovery,4,BrandD,Gluten-free,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,4,3,2,1,2025-02-12 16:56:05,Abu Dhabi,PoorTaste
34,Female,Working professional,6958,4,5+,Weekly,Yes,Yes,11.51,Powder sachet,Online retailer,Muscle recovery,3,BrandC,High protein,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,5,2,4,2024-01-18 16:52:24,Umm Al Quwain,HardToFind
34,Female,Working professional,4089,5,5+,Daily,No,Yes,6.2,Powder sachet,Pharmacy,Digestive health,3,BrandD,No artificial flavors,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,3,4,2,1,5,2024-07-25 05:43:29,Abu Dhabi,LackTrust
19,Male,Working professional,23859,5,5+,Daily,Yes,No,46.35,Bottle,Pharmacy,Energy boost,4,BrandB,No artificial flavors,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,2,3,1,5,2024-11-27 15:04:34,Umm Al Quwain,LackTrust; UnsustainablePack
45,Male,Student,20246,1,3-4,Monthly,No,No,39.6,Bottle,Online retailer,Weight management,1,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,5,4,2,1,2024-07-30 07:07:22,Dubai,LackTrust
26,Male,Working professional,3232,4,3-4,Monthly,No,Yes,4.07,Can,Online retailer,Weight management,4,BrandB,None,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,2,5,3,4,2024-12-27 17:35:04,Ajman,HighPrice; PoorTaste; LackTrust
39,Female,Working professional,4291,4,1-2,Rarely,Yes,Yes,9.17,Tetra Pak,Online retailer,Immune support,3,BrandB,None,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,5,3,2024-02-10 14:16:07,Fujairah,No barriers
22,Female,Working professional,4598,4,5+,Monthly,Yes,Yes,6.75,Powder sachet,Online retailer,Weight management,3,BrandA,No artificial flavors,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,4,5,2025-02-09 08:25:32,Dubai,No barriers
45,Male,Working professional,3273,3,1-2,Monthly,No,No,1.82,Jar,Online retailer,Energy boost,2,BrandA,Low sugar,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,3,5,4,1,2025-01-04 16:55:24,Fujairah,PoorTaste
23,Female,Working professional,5858,5,None,Daily,No,Yes,15.56,Can,Supermarket,Muscle recovery,4,BrandA,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,2,4,3,2024-11-30 10:48:21,Umm Al Quwain,UnsustainablePack
18,Female,Working professional,2484,5,1-2,Daily,Yes,No,5.36,Bottle,Supermarket,Weight management,4,None,Low sugar,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,2,5,4,2025-05-14 23:21:03,Ajman,HighPrice
46,Female,Other,1777,3,3-4,Never,No,Yes,7.57,Jar,Convenience store,Energy boost,5,BrandA,Organic,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,3,4,5,2025-06-20 23:11:53,Ras Al Khaimah,No barriers
19,Female,Working professional,8608,5,3-4,Daily,No,No,15.13,Bottle,Supermarket,Muscle recovery,5,BrandC,None,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,5,1,3,2,4,2024-04-02 14:35:13,Abu Dhabi,UnsustainablePack
22,Male,Working professional,8661,2,3-4,Monthly,Yes,No,18.28,Bottle,Gym/Fitness centre,Energy boost,2,None,Eco packaging,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3,2,5,4,2024-08-18 19:40:39,Sharjah,PoorTaste
53,Male,Student,2383,2,5+,Daily,No,No,6.56,Powder sachet,Supermarket,Muscle recovery,3,BrandC,No artificial flavors,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,4,1,5,2024-11-11 05:32:29,Dubai,No barriers
54,Male,Working professional,11002,2,5+,Rarely,Yes,Yes,21.63,Can,Online retailer,Weight management,4,BrandB,None,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,1,5,3,2,2024-01-13 07:00:37,Sharjah,HighPrice; PoorTaste
28,Male,Student,2784,2,1-2,Rarely,Yes,No,2.68,Bottle,Supermarket,Weight management,3,BrandD,None,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,5,1,4,3,2024-02-20 08:13:52,Ras Al Khaimah,PoorTaste; LackTrust
29,Female,Working professional,6172,5,1-2,Weekly,No,Yes,11.82,Bottle,Online retailer,Immune support,1,BrandB,No artificial flavors,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,3,4,5,2025-06-17 20:24:12,Dubai,No barriers
25,Female,Other,10284,2,5+,Weekly,No,Yes,21.82,Bottle,Supermarket,Weight management,2,BrandA,None,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,2,5,2025-01-11 18:59:32,Sharjah,HighPrice
22,Male,Working professional,4768,3,5+,Monthly,Yes,No,10.71,Tetra Pak,Online retailer,Weight management,4,None,High protein,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,4,5,2,2025-05-04 18:35:20,Ras Al Khaimah,No barriers
22,Male,Student,7400,2,3-4,Weekly,Yes,No,14.8,Bottle,Online retailer,Digestive health,4,BrandA,Organic,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,4,3,1,2,5,2024-08-17 13:06:39,Ajman,LackTrust
31,Male,Student,3088,3,3-4,Daily,Yes,Yes,7.97,Powder sachet,Gym/Fitness centre,Energy boost,5,None,None,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,4,5,2,1,2024-05-23 19:01:40,Ras Al Khaimah,HighPrice
34,Female,Working professional,4118,2,1-2,Rarely,No,Yes,9.94,Bottle,Online retailer,Energy boost,4,BrandA,Low sugar,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,1,2,4,2024-03-15 18:56:52,Dubai,No barriers
36,Male,Working professional,4084,4,5+,Daily,Yes,No,7.12,Can,Convenience store,Energy boost,4,BrandC,No artificial flavors,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,1,5,4,2,2024-04-09 09:44:59,Umm Al Quwain,HighPrice; PoorTaste
36,Female,Student,2510,2,3-4,Rarely,No,No,1.98,Bottle,Gym/Fitness centre,Muscle recovery,4,BrandB,No artificial flavors,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,3,4,5,1,2024-02-27 14:11:07,Umm Al Quwain,HighPrice; UnsustainablePack
